name,trailer_link,video_id,sentiment_scores,favorability,rating,genre,year,released,votes,director,writer,star,country,budget,gross,company,runtime
Just Like Heaven,https://www.youtube.com/watch?v=xhlSLVJfYOE,xhlSLVJfYOE,"{'positive': 42, 'neutral': 36, 'negative': 11}",0.7924528301886793,PG-13,Comedy,2005,"September 16, 2005 (United States)",101000.0,Mark Waters,Peter Tolan,Reese Witherspoon,United States,58000000.0,102854431.0,Dreamworks Pictures,95.0
Capote,https://www.youtube.com/watch?v=1LO2nv4aEpw,1LO2nv4aEpw,"{'positive': 21, 'neutral': 20, 'negative': 7}",0.75,R,Biography,2005,"February 3, 2006 (United States)",128000.0,Bennett Miller,Dan Futterman,Philip Seymour Hoffman,United States,7000000.0,49327405.0,United Artists,114.0
The Skeleton Key,https://www.youtube.com/watch?v=4RlCq1Ash-4,4RlCq1Ash-4,"{'positive': 57, 'neutral': 26, 'negative': 28}",0.6705882352941176,PG-13,Drama,2005,"August 12, 2005 (United States)",108000.0,Iain Softley,Ehren Kruger,Kate Hudson,United States,43000000.0,93983911.0,Universal Pictures,104.0
The Squid and the Whale,https://www.youtube.com/watch?v=R1alHcMtnr0,R1alHcMtnr0,"{'positive': 13, 'neutral': 16, 'negative': 4}",0.7647058823529411,R,Comedy,2005,"December 16, 2005 (United States)",80000.0,Noah Baumbach,Noah Baumbach,Owen Kline,United States,1500000.0,11098131.0,Samuel Goldwyn Films,81.0
Land of the Dead,https://www.youtube.com/watch?v=4Wfj5Jc10ZI,4Wfj5Jc10ZI,"{'positive': 2, 'neutral': 1, 'negative': 0}",1.0,R,Horror,2005,"June 24, 2005 (United States)",93000.0,George A. Romero,George A. Romero,John Leguizamo,United States,15000000.0,47074133.0,Universal Pictures,93.0
Man of the House,https://www.youtube.com/watch?v=a39EYIVPAhE,a39EYIVPAhE,"{'positive': 26, 'neutral': 22, 'negative': 1}",0.9629629629629628,PG,Comedy,1995,"March 3, 1995 (United States)",8900.0,James Orr,David E. Peckinpah,Chevy Chase,United States,,40070995.0,All Girl Productions,96.0
Man of the House,https://www.youtube.com/watch?v=a39EYIVPAhE,a39EYIVPAhE,"{'positive': 26, 'neutral': 22, 'negative': 1}",0.9629629629629628,PG-13,Comedy,2005,"February 25, 2005 (United States)",23000.0,Stephen Herek,John J. McLaughlin,Tommy Lee Jones,United States,40000000.0,21577624.0,Revolution Studios,100.0
Elizabethtown,https://www.youtube.com/watch?v=tBTksmUvFHw,tBTksmUvFHw,"{'positive': 80, 'neutral': 59, 'negative': 17}",0.8247422680412371,PG-13,Comedy,2005,"October 14, 2005 (United States)",68000.0,Cameron Crowe,Cameron Crowe,Orlando Bloom,United States,45000000.0,52164016.0,Paramount Pictures,123.0
Chicken Little,https://www.youtube.com/watch?v=VUBFCaWiQ28,VUBFCaWiQ28,"{'positive': 72, 'neutral': 143, 'negative': 34}",0.6792452830188679,G,Animation,2005,"November 4, 2005 (United States)",88000.0,Mark Dindal,Mark Dindal,Zach Braff,United States,150000000.0,314432837.0,Walt Disney Pictures,81.0
Monster-in-Law,https://www.youtube.com/watch?v=njLr1z66EfA,njLr1z66EfA,"{'positive': 115, 'neutral': 89, 'negative': 44}",0.7232704402515723,PG-13,Comedy,2005,"May 13, 2005 (United States)",58000.0,Robert Luketic,Anya Kochoff,Jennifer Lopez,United States,43000000.0,155457327.0,New Line Cinema,101.0
Domino,https://www.youtube.com/watch?v=6Of0gxSz8Vk,6Of0gxSz8Vk,"{'positive': 105, 'neutral': 92, 'negative': 53}",0.6645569620253164,R,Action,2005,"October 14, 2005 (United States)",65000.0,Tony Scott,Richard Kelly,Keira Knightley,United States,50000000.0,22984628.0,New Line Cinema,127.0
The Ring Two,https://www.youtube.com/watch?v=j7bPtOf6-mY,j7bPtOf6-mY,"{'positive': 23, 'neutral': 37, 'negative': 18}",0.5609756097560976,PG-13,Horror,2005,"March 18, 2005 (United States)",93000.0,Hideo Nakata,Ehren Kruger,Naomi Watts,United States,50000000.0,163995949.0,Dreamworks Pictures,110.0
Harsh Times,https://www.youtube.com/watch?v=L6SnhaaRdVA,L6SnhaaRdVA,"{'positive': 5, 'neutral': 2, 'negative': 1}",0.8333333333333334,R,Action,2005,"November 10, 2006 (United States)",64000.0,David Ayer,David Ayer,Christian Bale,United States,2000000.0,5969708.0,Andrea Sperling Productions,116.0
Herbie Fully Loaded,https://www.youtube.com/watch?v=zD9De1OkJ4o,zD9De1OkJ4o,"{'positive': 30, 'neutral': 27, 'negative': 8}",0.7894736842105263,G,Adventure,2005,"June 22, 2005 (United States)",46000.0,Angela Robinson,Thomas Lennon,Lindsay Lohan,United States,50000000.0,144146816.0,Walt Disney Pictures,101.0
Cursed,https://www.youtube.com/watch?v=xLTdy6PfotA,xLTdy6PfotA,"{'positive': 54, 'neutral': 167, 'negative': 29}",0.6506024096385542,PG-13,Comedy,2005,"February 25, 2005 (United States)",31000.0,Wes Craven,Kevin Williamson,Christina Ricci,Germany,38000000.0,29621722.0,Dimension Films,97.0
xXx: State of the Union,https://www.youtube.com/watch?v=78GqdG56y2w,78GqdG56y2w,"{'positive': 55, 'neutral': 54, 'negative': 20}",0.7333333333333333,PG-13,Action,2005,"April 29, 2005 (United States)",68000.0,Lee Tamahori,Rich Wilkes,Ice Cube,United States,113000000.0,71022693.0,Columbia Pictures,101.0
Derailed,https://www.youtube.com/watch?v=84mGKTTv5Gc,84mGKTTv5Gc,"{'positive': 109, 'neutral': 51, 'negative': 26}",0.8074074074074075,R,Crime,2005,"November 11, 2005 (United States)",72000.0,Mikael Håfström,Stuart Beattie,Clive Owen,United States,22000000.0,57479076.0,Di Bonaventura Pictures,108.0
Romance & Cigarettes,https://www.youtube.com/watch?v=CDSQPpAAdz0,CDSQPpAAdz0,"{'positive': 7, 'neutral': 5, 'negative': 3}",0.7,R,Comedy,2005,"March 3, 2006 (Norway)",12000.0,John Turturro,John Turturro,James Gandolfini,United States,,2935242.0,United Artists,105.0
Unleashed,https://www.youtube.com/watch?v=9UKilYzrQH4,9UKilYzrQH4,"{'positive': 78, 'neutral': 69, 'negative': 21}",0.7878787878787878,R,Action,2005,"May 13, 2005 (United States)",100000.0,Louis Leterrier,Luc Besson,Jet Li,United Kingdom,45000000.0,50871113.0,Rogue Pictures,103.0
Hustle & Flow,https://www.youtube.com/watch?v=YSG8rERJA88,YSG8rERJA88,"{'positive': 13, 'neutral': 32, 'negative': 4}",0.7647058823529411,R,Crime,2005,"July 22, 2005 (United States)",39000.0,Craig Brewer,Craig Brewer,Terrence Howard,United States,2800000.0,23563727.0,Crunk Pictures,116.0
The Fog,https://www.youtube.com/watch?v=ovNTb39_viI,ovNTb39_viI,"{'positive': 82, 'neutral': 50, 'negative': 51}",0.6165413533834586,R,Horror,1980,"February 8, 1980 (United States)",66000.0,John Carpenter,John Carpenter,Adrienne Barbeau,United States,1000000.0,21448782.0,AVCO Embassy Pictures,89.0
The Fog,https://www.youtube.com/watch?v=ovNTb39_viI,ovNTb39_viI,"{'positive': 82, 'neutral': 50, 'negative': 51}",0.6165413533834586,PG-13,Horror,2005,"October 14, 2005 (United States)",35000.0,Rupert Wainwright,Cooper Layne,Tom Welling,United States,18000000.0,46201432.0,Revolution Studios,100.0
Must Love Dogs,https://www.youtube.com/watch?v=6Yzk_TTBcmw,6Yzk_TTBcmw,"{'positive': 0, 'neutral': 2, 'negative': 0}",0.0,PG-13,Comedy,2005,"July 29, 2005 (United States)",31000.0,Gary David Goldberg,Claire Cook,Diane Lane,United States,30000000.0,58231520.0,Warner Bros.,98.0
The Ballad of Jack and Rose,https://www.youtube.com/watch?v=J4NhD8BFaPg,J4NhD8BFaPg,"{'positive': 41, 'neutral': 31, 'negative': 23}",0.640625,R,Drama,2005,"April 8, 2005 (United States)",11000.0,Rebecca Miller,Rebecca Miller,Daniel Day-Lewis,United States,1500000.0,916051.0,IFC Productions,112.0
The Great Raid,https://www.youtube.com/watch?v=N51IAYnlNK0,N51IAYnlNK0,"{'positive': 67, 'neutral': 48, 'negative': 35}",0.6568627450980392,R,Action,2005,"August 12, 2005 (United States)",21000.0,John Dahl,William B. Breuer,Benjamin Bratt,United States,80000000.0,10777375.0,Miramax,132.0
Venom,https://www.youtube.com/watch?v=u9Mv98Gr5pY,u9Mv98Gr5pY,"{'positive': 102, 'neutral': 103, 'negative': 45}",0.6938775510204082,R,Horror,1981,"January 29, 1982 (United States)",2600.0,Piers Haggard,Alan Scholefield,Klaus Kinski,United Kingdom,,5229643.0,Morison Film Group,92.0
Venom,https://www.youtube.com/watch?v=u9Mv98Gr5pY,u9Mv98Gr5pY,"{'positive': 102, 'neutral': 103, 'negative': 45}",0.6938775510204082,R,Horror,2005,"September 16, 2005 (United States)",9700.0,Jim Gillespie,Flint Dille,Agnes Bruckner,United States,,881779.0,Dimension Films,87.0
Venom,https://www.youtube.com/watch?v=u9Mv98Gr5pY,u9Mv98Gr5pY,"{'positive': 102, 'neutral': 103, 'negative': 45}",0.6938775510204082,PG-13,Action,2018,"October 5, 2018 (United States)",387000.0,Ruben Fleischer,Jeff Pinkner,Tom Hardy,China,100000000.0,856085151.0,Avi Arad Productions,112.0
Roll Bounce,https://www.youtube.com/watch?v=RNS7YVeKm6g,RNS7YVeKm6g,"{'positive': 4, 'neutral': 6, 'negative': 0}",1.0,PG-13,Comedy,2005,"September 23, 2005 (United States)",6800.0,Malcolm D. Lee,Norman Vance Jr.,Shad Moss,United States,,17521290.0,State Street Pictures,112.0
Alone in the Dark,https://www.youtube.com/watch?v=ddsa1IB9MH4,ddsa1IB9MH4,"{'positive': 101, 'neutral': 82, 'negative': 67}",0.6011904761904762,R,Action,2005,"January 28, 2005 (United States)",42000.0,Uwe Boll,Elan Mastai,Christian Slater,Canada,20000000.0,12693645.0,AITD Productions,96.0
An American Haunting,https://www.youtube.com/watch?v=ehMuG2ZF5k8,ehMuG2ZF5k8,"{'positive': 8, 'neutral': 3, 'negative': 7}",0.5333333333333333,PG-13,Drama,2005,"May 5, 2006 (United States)",25000.0,Courtney Solomon,Brent Monahan,Donald Sutherland,United Kingdom,14000000.0,29612137.0,Allan Zeman Productions,83.0
Supercross,https://www.youtube.com/watch?v=7z3Tjz6Hopc,7z3Tjz6Hopc,"{'positive': 13, 'neutral': 7, 'negative': 4}",0.7647058823529411,PG-13,Action,2005,"August 17, 2005 (United States)",4400.0,Steve Boyum,Ken Solarz,Steve Howey,United States,16000000.0,3344431.0,Tag Entertainment,80.0
Oliver Twist,https://www.youtube.com/watch?v=hUFblil8o2k,hUFblil8o2k,"{'positive': 44, 'neutral': 45, 'negative': 25}",0.6376811594202898,PG-13,Crime,2005,"September 30, 2005 (United States)",32000.0,Roman Polanski,Charles Dickens,Barney Clark,France,60000000.0,42580321.0,R.P. Productions,130.0
White Noise,https://www.youtube.com/watch?v=SgwKZAMx_gM,SgwKZAMx_gM,"{'positive': 74, 'neutral': 96, 'negative': 80}",0.4805194805194805,PG-13,Drama,2005,"January 7, 2005 (United States)",48000.0,Geoffrey Sax,Niall Johnson,Michael Keaton,United Kingdom,10000000.0,91196419.0,Universal Pictures,101.0
Are We There Yet?,https://www.youtube.com/watch?v=lfs5-YMR8Q8,lfs5-YMR8Q8,"{'positive': 76, 'neutral': 140, 'negative': 34}",0.6909090909090909,PG,Adventure,2005,"January 21, 2005 (United States)",30000.0,Brian Levant,Steven Gary Banks,Ice Cube,United States,32000000.0,97918663.0,Revolution Studios,95.0
The Protector,https://www.youtube.com/watch?v=80dqOwAOhbo,80dqOwAOhbo,"{'positive': 90, 'neutral': 90, 'negative': 70}",0.5625,R,Action,1985,"August 23, 1985 (United States)",4200.0,James Glickenhaus,James Glickenhaus,Jackie Chan,Hong Kong,5000000.0,981817.0,Eurasia Investments,91.0
The Protector,https://www.youtube.com/watch?v=80dqOwAOhbo,80dqOwAOhbo,"{'positive': 90, 'neutral': 90, 'negative': 70}",0.5625,R,Action,2005,"September 8, 2006 (United States)",36000.0,Prachya Pinkaew,Napalee,Tony Jaa,Thailand,,27165581.0,Sahamongkolfilm Co.,111.0
Proof,https://www.youtube.com/watch?v=FIbfRLQxx9g,FIbfRLQxx9g,"{'positive': 54, 'neutral': 92, 'negative': 81}",0.4,R,Drama,1991,"March 20, 1992 (United States)",6300.0,Jocelyn Moorhouse,Jocelyn Moorhouse,Hugo Weaving,Australia,,524668.0,House & Moorhouse Films,86.0
Proof,https://www.youtube.com/watch?v=FIbfRLQxx9g,FIbfRLQxx9g,"{'positive': 54, 'neutral': 92, 'negative': 81}",0.4,PG-13,Drama,2005,"October 7, 2005 (United States)",44000.0,John Madden,David Auburn,Gwyneth Paltrow,United States,20000000.0,14189860.0,Miramax,100.0
Last Days,https://www.youtube.com/watch?v=HFWnZW3esb8,HFWnZW3esb8,"{'positive': 97, 'neutral': 74, 'negative': 79}",0.5511363636363636,R,Drama,2005,"May 13, 2005 (France)",22000.0,Gus Van Sant,Gus Van Sant,Michael Pitt,United States,,2456454.0,HBO Films,97.0
Racing Stripes,https://www.youtube.com/watch?v=PL64Q_JM5qw,PL64Q_JM5qw,"{'positive': 13, 'neutral': 15, 'negative': 7}",0.65,PG,Adventure,2005,"January 14, 2005 (United States)",16000.0,Frederik Du Chau,David Schmidt,Frankie Muniz,United States,30000000.0,90754475.0,Alcon Entertainment,102.0
A Sound of Thunder,https://www.youtube.com/watch?v=yTmKsKhMcIg,yTmKsKhMcIg,"{'positive': 85, 'neutral': 54, 'negative': 71}",0.5448717948717948,PG-13,Action,2005,"September 2, 2005 (United States)",19000.0,Peter Hyams,Ray Bradbury,Edward Burns,Czech Republic,80000000.0,11665465.0,Franchise Pictures,110.0
Keeping Mum,https://www.youtube.com/watch?v=GgVr85OeoZo,GgVr85OeoZo,"{'positive': 20, 'neutral': 15, 'negative': 7}",0.7407407407407407,R,Comedy,2005,"October 6, 2006 (United States)",34000.0,Niall Johnson,Richard Russo,Rowan Atkinson,United Kingdom,169000.0,18586834.0,Summit Entertainment,99.0
An Unfinished Life,https://www.youtube.com/watch?v=A1NLVAWMEo8,A1NLVAWMEo8,"{'positive': 34, 'neutral': 19, 'negative': 7}",0.8292682926829268,PG-13,Drama,2005,"September 16, 2005 (United States)",29000.0,Lasse Hallström,Mark Spragg,Jennifer Lopez,Germany,30000000.0,18618284.0,Miramax,108.0
Boogeyman,https://www.youtube.com/watch?v=cFqCmIU0-_M,cFqCmIU0-_M,"{'positive': 79, 'neutral': 75, 'negative': 96}",0.4514285714285714,PG-13,Drama,2005,"February 4, 2005 (United States)",30000.0,Stephen Kay,Eric Kripke,Barry Watson,United States,20000000.0,67192859.0,Screen Gems,89.0
Fierce People,https://www.youtube.com/watch?v=CuUFkNVmE_Y,CuUFkNVmE_Y,"{'positive': 64, 'neutral': 36, 'negative': 12}",0.8421052631578947,R,Drama,2005,"November 30, 2007 (United States)",6600.0,Griffin Dunne,Dirk Wittenborn,Diane Lane,United States,,269755.0,Industry Entertainment,107.0
Me and You and Everyone We Know,https://www.youtube.com/watch?v=t87QILBZd_I,t87QILBZd_I,"{'positive': 24, 'neutral': 26, 'negative': 4}",0.8571428571428571,R,Comedy,2005,"August 5, 2005 (United States)",36000.0,Miranda July,Miranda July,John Hawkes,United States,800000.0,8012838.0,IFC Films,91.0
Transamerica,https://www.youtube.com/watch?v=O9jz3uz8cqc,O9jz3uz8cqc,"{'positive': 19, 'neutral': 19, 'negative': 3}",0.8636363636363636,R,Adventure,2005,"March 3, 2006 (United States)",41000.0,Duncan Tucker,Duncan Tucker,Felicity Huffman,United States,1000000.0,15151744.0,Belladonna Productions,103.0
The Lost City,https://www.youtube.com/watch?v=nfKO9rYDmE8,nfKO9rYDmE8,"{'positive': 116, 'neutral': 72, 'negative': 62}",0.651685393258427,R,Drama,2005,"May 26, 2006 (United States)",9300.0,Andy Garcia,Guillermo Cabrera Infante,Andy Garcia,United States,9600000.0,4408011.0,Crescent Drive Pictures,144.0
Beauty Shop,https://www.youtube.com/watch?v=twy94Qb5EIs,twy94Qb5EIs,"{'positive': 14, 'neutral': 17, 'negative': 3}",0.8235294117647058,PG-13,Comedy,2005,"March 30, 2005 (United States)",17000.0,Bille Woodruff,Elizabeth Hunter,Queen Latifah,United States,,37245453.0,Metro-Goldwyn-Mayer (MGM),105.0
The Upside of Anger,https://www.youtube.com/watch?v=2ZPPZv0q02s,2ZPPZv0q02s,"{'positive': 21, 'neutral': 8, 'negative': 8}",0.7241379310344828,R,Comedy,2005,"April 1, 2005 (United States)",21000.0,Mike Binder,Mike Binder,Joan Allen,United States,12000000.0,28237488.0,New Line Cinema,118.0
The Chumscrubber,https://www.youtube.com/watch?v=kJ8u9Q81mNo,kJ8u9Q81mNo,"{'positive': 43, 'neutral': 13, 'negative': 18}",0.7049180327868853,R,Comedy,2005,"October 5, 2006 (Germany)",18000.0,Arie Posin,Arie Posin,Jamie Bell,United States,6800000.0,351401.0,El Camino Pictures,108.0
The Man,https://www.youtube.com/watch?v=uKryYt2bWlk,uKryYt2bWlk,"{'positive': 37, 'neutral': 21, 'negative': 13}",0.74,PG-13,Action,2005,"September 9, 2005 (United States)",25000.0,Les Mayfield,Jim Piddock,Samuel L. Jackson,United States,33000000.0,13485145.0,New Line Cinema,83.0
Prime,https://www.youtube.com/watch?v=Y0ZsLudtfjI,Y0ZsLudtfjI,"{'positive': 99, 'neutral': 102, 'negative': 49}",0.668918918918919,PG-13,Comedy,2005,"October 28, 2005 (United States)",40000.0,Ben Younger,Ben Younger,Uma Thurman,United States,22000000.0,67937494.0,Prime Film Productions LLC,105.0
Manderlay,https://www.youtube.com/watch?v=vFk2Vy1bWHQ,vFk2Vy1bWHQ,"{'positive': 19, 'neutral': 27, 'negative': 17}",0.5277777777777778,Not Rated,Drama,2005,"June 3, 2005 (Denmark)",23000.0,Lars von Trier,Lars von Trier,Bryce Dallas Howard,Denmark,14200000.0,674918.0,Zentropa Entertainments,139.0
Junebug,https://www.youtube.com/watch?v=mUj7k7Ypb60,mUj7k7Ypb60,"{'positive': 8, 'neutral': 5, 'negative': 4}",0.6666666666666666,R,Comedy,2005,"September 16, 2005 (United States)",22000.0,Phil Morrison,Angus MacLachlan,Embeth Davidtz,United States,1000000.0,3399228.0,Junebug Movie,106.0
Dominion,https://www.youtube.com/watch?v=LpDJlEQsDoA,LpDJlEQsDoA,"{'positive': 71, 'neutral': 91, 'negative': 88}",0.4465408805031446,R,Drama,2005,"August 1, 2005 (United Kingdom)",11000.0,Paul Schrader,William Wisher,Stellan Skarsgård,United States,30000000.0,251495.0,Morgan Creek Entertainment,117.0
Battle in Heaven,https://www.youtube.com/watch?v=yHy1r27c09U,yHy1r27c09U,"{'positive': 3, 'neutral': 3, 'negative': 5}",0.375,Unrated,Crime,2005,"October 26, 2005 (Belgium)",6100.0,Carlos Reygadas,Carlos Reygadas,Marcos Hernández,Mexico,,258227.0,Coproduction Office,98.0
Dreamer,https://www.youtube.com/watch?v=ip1M_fjL2Bo,ip1M_fjL2Bo,"{'positive': 6, 'neutral': 5, 'negative': 0}",1.0,PG,Drama,2005,"October 21, 2005 (United States)",12000.0,John Gatins,John Gatins,Kurt Russell,United States,32000000.0,38741732.0,Dreamworks Pictures,106.0
Black,https://www.youtube.com/watch?v=aH1FOkJys3Y,aH1FOkJys3Y,"{'positive': 12, 'neutral': 31, 'negative': 4}",0.75,Not Rated,Drama,2005,"February 4, 2005 (United States)",34000.0,Sanjay Leela Bhansali,Sanjay Leela Bhansali,Amitabh Bachchan,India,,1266341.0,Applause Bhansali Productions,122.0
Factotum,https://www.youtube.com/watch?v=yOcMSq9msSc,yOcMSq9msSc,"{'positive': 42, 'neutral': 19, 'negative': 13}",0.7636363636363637,R,Comedy,2005,"April 29, 2005 (Norway)",14000.0,Bent Hamer,Charles Bukowski,Matt Dillon,Norway,1000000.0,2708087.0,Bulbul Films,94.0
Beowulf & Grendel,https://www.youtube.com/watch?v=TGlSAtb-SDw,TGlSAtb-SDw,"{'positive': 114, 'neutral': 60, 'negative': 76}",0.6,R,Action,2005,"March 9, 2006 (Thailand)",18000.0,Sturla Gunnarsson,Anonymous,Hringur Ingvarsson,Canada,,92076.0,Movision,103.0
Joyeux Noel,https://www.youtube.com/watch?v=KRrr-CDXijs,KRrr-CDXijs,"{'positive': 93, 'neutral': 61, 'negative': 77}",0.5470588235294118,PG-13,Drama,2005,"November 9, 2005 (France)",28000.0,Christian Carion,Christian Carion,Diane Kruger,France,,17709155.0,Nord-Ouest Films,116.0
Dirty Love,https://www.youtube.com/watch?v=e0-DoQE15mQ,e0-DoQE15mQ,"{'positive': 12, 'neutral': 5, 'negative': 3}",0.8,R,Comedy,2005,"May 5, 2006 (Italy)",6800.0,John Asher,Jenny McCarthy,Jenny McCarthy,United States,,36099.0,Big Screen Entertainment Group,91.0
Everything Is Illuminated,https://www.youtube.com/watch?v=l-hCtlNM32M,l-hCtlNM32M,"{'positive': 74, 'neutral': 69, 'negative': 28}",0.7254901960784313,PG-13,Comedy,2005,"November 4, 2005 (Mexico)",57000.0,Liev Schreiber,Jonathan Safran Foer,Elijah Wood,United States,7000000.0,3601974.0,Warner Independent Pictures (WIP),106.0
Thumbsucker,https://www.youtube.com/watch?v=z_2I2D35w7k,z_2I2D35w7k,"{'positive': 10, 'neutral': 7, 'negative': 0}",1.0,R,Comedy,2005,"October 7, 2005 (United States)",21000.0,Mike Mills,Walter Kirn,Lou Taylor Pucci,United States,4000000.0,2138742.0,Bob Yari Productions,96.0
Rebound,https://www.youtube.com/watch?v=Pyt0G71LPnA,Pyt0G71LPnA,"{'positive': 1, 'neutral': 6, 'negative': 1}",0.5,PG,Comedy,2005,"July 1, 2005 (United States)",13000.0,Steve Carr,Bill Wolff,Martin Lawrence,United States,33100000.0,17492014.0,Twentieth Century Fox,86.0
The Departed,https://www.youtube.com/watch?v=iojhqm0JTW4,iojhqm0JTW4,"{'positive': 121, 'neutral': 93, 'negative': 37}",0.7658227848101266,R,Crime,2006,"October 6, 2006 (United States)",1200000.0,Martin Scorsese,William Monahan,Leonardo DiCaprio,United States,90000000.0,291465373.0,Warner Bros.,151.0
The Fast and the Furious: Tokyo Drift,https://www.youtube.com/watch?v=p8HQ2JLlc4E,p8HQ2JLlc4E,"{'positive': 98, 'neutral': 89, 'negative': 63}",0.6086956521739131,PG-13,Action,2006,"June 16, 2006 (United States)",252000.0,Justin Lin,Chris Morgan,Lucas Black,United States,85000000.0,158964610.0,Universal Pictures,104.0
